Case,No,Task,CC.Ch1,GN.Ch1,NS.Ch1,BU.Ch1,FA.Ch1,LD.Ch1,BZ.Ch1,FC.Ch1,FP.Ch1,RP.Ch1,PP.Ch1,KA.Ch1,SC.Ch1,TS.Ch1,NV.Ch1,MA.Ch1,LB.Ch1,AF.Ch1,HU.Ch1,Price.Ch1,CC.Ch2,GN.Ch2,NS.Ch2,BU.Ch2,FA.Ch2,LD.Ch2,BZ.Ch2,FC.Ch2,FP.Ch2,RP.Ch2,PP.Ch2,KA.Ch2,SC.Ch2,TS.Ch2,NV.Ch2,MA.Ch2,LB.Ch2,AF.Ch2,HU.Ch2,Price.Ch2,CC.Ch3,GN.Ch3,NS.Ch3,BU.Ch3,FA.Ch3,LD.Ch3,BZ.Ch3,FC.Ch3,FP.Ch3,RP.Ch3,PP.Ch3,KA.Ch3,SC.Ch3,TS.Ch3,NV.Ch3,MA.Ch3,LB.Ch3,AF.Ch3,HU.Ch3,Price.Ch3,CC.Ch4,GN.Ch4,NS.Ch4,BU.Ch4,FA.Ch4,LD.Ch4,BZ.Ch4,FC.Ch4,FP.Ch4,RP.Ch4,PP.Ch4,KA.Ch4,SC.Ch4,TS.Ch4,NV.Ch4,MA.Ch4,LB.Ch4,AF.Ch4,HU.Ch4,Price.Ch4,segment,year,miles,night,gender,age,educ,region,Urb,income,ppark,Ch1,Ch2,Ch3,Ch4,Choice
782,14850,11,0,0,0,1,2,2,3,0,3,1,0,0,0,2,0,0,2,1,0,7,0,0,0,4,2,2,2,0,2,2,0,0,0,1,0,0,4,2,0,9,0,0,0,2,1,2,3,0,1,1,0,0,0,3,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14851,12,2,0,0,6,0,0,0,0,0,0,2,2,0,0,2,2,4,3,2,6,3,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,2,3,1,12,3,0,0,1,0,0,0,0,0,0,2,2,0,0,2,2,2,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14852,13,0,2,5,0,0,3,0,1,0,1,1,0,3,0,3,0,3,0,0,2,0,1,4,0,0,1,0,2,0,1,1,0,4,0,3,0,2,0,0,12,0,2,4,0,0,3,0,1,0,2,2,0,4,0,2,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14853,14,0,0,0,0,1,1,0,2,0,1,0,0,2,3,0,2,0,2,2,9,0,0,0,0,1,3,0,2,0,2,0,0,2,1,0,1,0,3,2,8,0,0,0,0,2,3,0,2,0,2,0,0,3,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14854,15,3,1,3,4,0,0,3,0,1,2,0,1,0,0,0,3,0,0,0,5,1,1,5,4,0,0,3,0,2,2,0,2,0,0,0,4,0,0,0,11,1,1,4,1,0,0,1,0,2,1,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14855,16,0,2,0,3,1,2,3,0,0,0,2,2,1,0,0,0,0,0,1,6,0,1,0,1,2,1,2,0,0,0,2,2,2,0,0,0,0,0,1,9,0,2,0,1,1,2,3,0,0,0,3,2,4,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14856,17,2,0,2,0,0,0,0,1,2,0,0,0,0,2,3,0,3,1,1,9,2,0,3,0,0,0,0,2,2,0,0,0,0,2,2,0,1,2,1,5,2,0,4,0,0,0,0,1,3,0,0,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14857,18,2,0,2,3,2,0,2,2,0,0,1,0,0,3,0,4,0,0,0,6,2,0,4,1,1,0,3,1,0,0,2,0,0,3,0,4,0,0,0,7,3,0,3,6,1,0,2,2,0,0,3,0,0,2,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
782,14858,19,0,1,0,0,0,2,0,0,3,2,0,1,4,0,3,0,4,3,0,4,0,1,0,0,0,3,0,0,2,2,0,2,4,0,2,0,4,1,0,4,0,2,0,0,0,1,0,0,1,2,0,1,2,0,3,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prestige Luxury Sedan,2002,Under 50 Miles,41% To 50%,Female,60 & Over,College Graduate (4 Years),NE,Suburban,"$150,000 to $159,999",Never,,,,,
783,14859,1,0,0,4,0,0,0,2,0,2,1,0,0,2,3,2,0,0,3,1,10,0,0,4,0,0,0,2,0,2,2,0,0,4,1,3,0,0,3,1,11,0,0,4,0,0,0,3,0,3,1,0,0,3,1,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14860,2,2,2,0,6,2,1,0,1,0,0,2,1,0,0,0,0,2,0,0,12,3,1,0,4,1,2,0,1,0,0,2,2,0,0,0,0,4,0,0,5,2,2,0,5,2,2,0,2,0,0,3,2,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14861,3,1,0,4,1,2,2,1,0,0,0,0,0,2,0,3,1,0,0,0,6,1,0,1,5,2,1,1,0,0,0,0,0,1,0,3,1,0,0,0,12,2,0,5,3,2,1,3,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14862,4,0,0,0,0,0,0,0,2,0,1,1,2,0,3,0,1,2,1,2,9,0,0,0,0,0,0,0,2,0,2,1,2,0,1,0,1,1,2,2,7,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,1,3,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14863,5,1,1,0,0,1,0,0,0,2,2,0,0,2,1,0,1,1,0,0,11,2,2,0,0,1,0,0,0,2,1,0,0,3,1,0,2,1,0,0,4,2,1,0,0,1,0,0,0,3,2,0,0,4,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14864,6,0,2,4,0,0,3,0,2,1,0,0,1,0,0,2,0,0,3,1,8,0,1,3,0,0,2,0,2,1,0,0,2,0,0,2,0,0,2,1,4,0,2,3,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14865,7,0,2,2,6,0,0,1,0,0,0,3,1,4,0,0,2,0,0,2,9,0,2,1,3,0,0,2,0,0,0,2,1,4,0,0,4,0,0,2,11,0,2,3,6,0,0,1,0,0,0,1,1,1,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14866,8,0,0,0,3,1,0,1,1,0,0,3,0,0,3,1,0,4,1,0,10,0,0,0,1,1,0,3,1,0,0,2,0,0,3,3,0,3,2,0,4,0,0,0,4,1,0,3,1,0,0,2,0,0,3,2,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14867,9,2,0,5,6,0,2,0,0,3,2,0,0,0,0,0,0,4,3,2,8,3,0,1,6,0,1,0,0,2,2,0,0,0,0,0,0,1,2,1,1,1,0,1,4,0,2,0,0,4,1,0,0,0,0,0,0,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14868,10,0,1,0,0,0,1,1,1,4,0,3,1,3,1,0,0,0,0,0,12,0,2,0,0,0,3,2,2,3,0,3,1,4,1,0,0,0,0,0,11,0,2,0,0,0,3,3,1,3,0,1,1,1,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14869,11,3,0,0,0,1,0,0,2,0,2,0,1,0,2,1,4,0,0,2,7,2,0,0,0,2,0,0,2,0,2,0,2,0,2,3,2,0,0,2,2,3,0,0,0,1,0,0,2,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14870,12,0,1,4,5,1,0,0,0,0,1,1,0,2,0,2,0,0,2,0,2,0,1,4,1,2,0,0,0,0,1,2,0,4,0,2,0,0,3,0,2,0,1,2,3,2,0,0,0,0,1,2,0,4,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14871,13,2,2,0,0,0,2,1,0,3,0,0,0,0,3,1,3,4,0,0,12,2,1,0,0,0,3,1,0,1,0,0,0,0,1,2,2,4,0,0,2,1,2,0,0,0,1,2,0,1,0,0,0,0,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14872,14,3,0,0,0,1,0,2,0,0,0,3,2,2,0,0,0,2,3,2,7,3,0,0,0,2,0,2,0,0,0,2,2,3,0,0,0,3,2,2,8,1,0,0,0,2,0,3,0,0,0,2,2,2,0,0,0,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14873,15,0,0,2,6,0,1,0,2,3,1,0,1,4,0,0,2,0,0,0,5,0,0,3,5,0,3,0,1,3,2,0,1,1,0,0,3,0,0,0,8,0,0,1,1,0,2,0,2,1,2,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14874,16,3,0,2,5,1,0,2,2,2,0,0,0,0,1,0,0,0,1,0,10,1,0,4,5,1,0,1,2,2,0,0,0,0,3,0,0,0,1,0,4,1,0,2,2,1,0,2,1,2,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14875,17,0,2,0,0,0,1,0,1,0,2,3,0,0,0,3,1,2,0,2,3,0,2,0,0,0,1,0,2,0,1,1,0,0,0,3,3,4,0,2,3,0,1,0,0,0,3,0,2,0,1,2,0,0,0,3,2,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14876,18,0,2,1,0,2,3,1,0,0,2,0,1,0,1,0,0,0,0,2,5,0,2,2,0,1,2,1,0,0,2,0,2,0,2,0,0,0,0,2,12,0,1,3,0,1,3,3,0,0,1,0,2,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
783,14877,19,3,0,0,3,0,0,0,0,4,0,3,0,2,0,3,2,4,2,0,6,1,0,0,1,0,0,0,0,1,0,3,0,2,0,3,3,4,3,0,6,3,0,0,3,0,0,0,0,3,0,3,0,2,0,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Full-size Pickup,2001,51 To 100 Miles,21% To 30%,Male,50 To 59,High School,W,Rural/Country,"$30,000 to $39,999",Never,,,,,
784,14878,1,0,0,1,0,2,0,1,0,1,2,0,0,4,2,0,1,0,0,2,1,0,0,4,0,1,0,2,0,4,2,0,0,4,3,0,1,0,0,1,3,0,0,3,0,1,0,3,0,2,2,0,0,2,2,0,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14879,2,2,0,0,3,0,1,0,1,0,0,2,0,0,0,2,0,4,3,2,5,1,0,0,1,0,1,0,1,0,0,2,0,0,0,3,0,2,1,1,1,2,0,0,6,0,3,0,2,0,0,3,0,0,0,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14880,3,0,1,1,1,0,3,1,2,0,0,0,0,4,3,0,0,0,2,0,11,0,1,2,2,0,1,3,2,0,0,0,0,2,1,0,0,0,3,0,3,0,1,1,4,0,2,2,1,0,0,0,0,4,2,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14881,4,3,2,0,0,2,0,0,0,1,0,2,0,0,0,1,3,2,0,2,12,3,2,0,0,1,0,0,0,1,0,2,0,0,0,2,3,2,0,2,6,2,2,0,0,1,0,0,0,1,0,3,0,0,0,2,4,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14882,5,3,0,3,0,1,1,0,0,0,2,2,2,3,0,0,0,2,0,0,3,3,0,2,0,1,1,0,0,0,1,3,2,3,0,0,0,3,0,0,8,2,0,3,0,2,2,0,0,0,2,3,1,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14883,6,0,0,0,1,0,0,3,0,3,1,0,1,0,1,1,0,0,2,2,5,0,0,0,2,0,0,3,0,2,2,0,1,0,2,3,0,0,2,1,8,0,0,0,4,0,0,2,0,1,1,0,2,0,2,1,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14884,7,0,2,2,1,2,0,0,1,0,2,3,0,0,0,0,4,0,0,2,3,0,1,3,5,2,0,0,1,0,1,3,0,0,0,0,3,0,0,1,1,0,1,2,1,1,0,0,2,0,2,1,0,0,0,0,3,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14885,8,0,2,0,0,0,0,1,2,1,0,0,2,3,0,1,0,1,2,0,3,0,2,0,0,0,0,2,1,2,0,0,2,4,0,1,0,1,2,0,6,0,1,0,0,0,0,1,2,3,0,0,2,1,0,3,0,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14886,9,1,1,0,5,2,2,0,1,4,0,0,0,0,3,0,4,0,0,0,6,1,2,0,5,1,3,0,1,3,0,0,0,0,2,0,2,0,0,0,6,3,1,0,4,1,1,0,2,4,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14887,10,1,0,2,0,0,0,2,0,0,0,0,0,4,2,0,2,1,1,1,9,3,0,1,0,0,0,1,0,0,0,0,0,4,1,0,2,3,2,1,3,3,0,3,0,0,0,3,0,0,0,0,0,1,3,0,2,2,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14888,11,0,0,0,0,0,3,2,2,0,1,1,2,0,1,3,0,1,0,0,8,0,0,0,0,0,3,1,1,0,1,1,1,0,2,2,0,2,0,0,1,0,0,0,0,0,2,2,1,0,2,3,1,0,3,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14889,12,1,1,2,0,0,3,0,0,3,2,0,0,0,0,3,4,0,1,0,9,1,2,3,0,0,2,0,0,2,1,0,0,0,0,1,4,0,3,0,5,3,2,1,0,0,1,0,0,2,1,0,0,0,0,3,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14890,13,0,1,0,4,1,0,0,0,0,0,3,2,3,0,0,4,0,3,2,5,0,1,0,1,2,0,0,0,0,0,1,2,1,0,0,2,0,1,2,7,0,1,0,5,2,0,0,0,0,0,3,2,4,0,0,1,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14891,14,3,0,2,0,0,0,0,2,2,0,3,1,4,2,3,0,0,0,0,1,3,0,5,0,0,0,0,1,4,0,2,2,3,1,3,0,0,0,0,3,2,0,2,0,0,0,0,1,2,0,1,1,2,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14892,15,2,0,0,2,2,3,3,0,0,2,0,0,0,1,0,0,4,0,2,11,3,0,0,6,1,1,1,0,0,2,0,0,0,2,0,0,1,0,1,3,2,0,0,4,2,2,1,0,0,1,0,0,0,1,0,0,4,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14893,16,0,1,1,4,0,0,0,2,0,1,0,0,4,0,2,0,3,0,1,11,0,1,2,3,0,0,0,2,0,1,0,0,4,0,2,0,1,0,1,4,0,2,3,1,0,0,0,1,0,1,0,0,3,0,2,0,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14894,17,0,0,0,0,1,3,3,0,3,0,3,1,3,0,0,3,0,1,0,10,0,0,0,0,1,3,1,0,3,0,3,1,4,0,0,1,0,2,0,3,0,0,0,0,2,2,1,0,3,0,1,1,1,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14895,18,0,0,1,2,0,0,0,0,2,0,2,1,0,3,0,4,3,1,0,7,0,0,4,4,0,0,0,0,2,0,1,2,0,2,0,3,1,3,0,1,0,0,1,5,0,0,0,0,1,0,3,2,0,1,0,1,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
784,14896,19,2,1,0,0,2,3,1,2,0,2,0,0,0,0,1,0,0,0,1,4,3,2,0,0,2,3,2,1,0,1,0,0,0,0,1,0,0,0,1,4,3,1,0,0,1,2,1,2,0,2,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Car,2002,201 To 250 Miles,Under 10%,Female,40 To 49,Some College (1-3 Years),MW,Suburban,"$60,000 to $69,999",Yearly,,,,,
785,14897,1,3,0,4,2,2,0,0,0,0,1,0,2,0,0,2,2,0,3,0,3,1,0,1,5,2,0,0,0,0,2,0,1,0,0,1,2,0,1,0,9,3,0,1,6,2,0,0,0,0,1,0,2,0,0,1,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Luxury Utility segements,2004,51 To 100 Miles,10% To 20%,Male,60 & Over,Postgraduate College,SW,Urban/City,"$110,000 to $119,999",Monthly,,,,,
785,14898,2,0,1,0,0,0,2,1,2,3,0,1,0,2,3,0,0,0,0,1,2,0,2,0,0,0,3,1,1,2,0,2,0,3,1,0,0,0,0,2,7,0,2,0,0,0,3,2,1,3,0,2,0,4,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Luxury Utility segements,2004,51 To 100 Miles,10% To 20%,Male,60 & Over,Postgraduate College,SW,Urban/City,"$110,000 to $119,999",Monthly,,,,,
785,14899,3,0,0,0,6,0,2,0,0,3,2,0,2,1,0,0,4,2,0,2,5,0,0,0,1,0,1,0,0,4,1,0,1,2,0,0,4,1,0,1,2,0,0,0,3,0,3,0,0,2,1,0,1,4,0,0,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Luxury Utility segements,2004,51 To 100 Miles,10% To 20%,Male,60 & Over,Postgraduate College,SW,Urban/City,"$110,000 to $119,999",Monthly,,,,,
785,14900,4,0,2,4,0,2,0,3,0,0,0,1,0,0,3,1,0,2,1,0,9,0,1,3,0,2,0,1,0,0,0,2,0,0,2,3,0,2,1,0,5,0,1,5,0,2,0,3,0,0,0,1,0,0,1,1,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Luxury Utility segements,2004,51 To 100 Miles,10% To 20%,Male,60 & Over,Postgraduate College,SW,Urban/City,"$110,000 to $119,999",Monthly,,,,,
785,14901,5,1,0,4,5,0,0,2,1,4,2,1,0,0,0,0,0,0,3,0,8,1,0,1,2,0,0,3,2,3,2,2,0,0,0,0,0,0,2,0,3,3,0,5,5,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Luxury Utility segements,2004,51 To 100 Miles,10% To 20%,Male,60 & Over,Postgraduate College,SW,Urban/City,"$110,000 to $119,999",Monthly,,,,,
785,14902,6,3,0,0,0,1,0,0,1,0,0,0,0,1,1,3,3,3,0,1,9,2,0,0,0,1,0,0,2,0,0,0,0,2,3,2,3,2,0,1,7,3,0,0,0,2,0,0,1,0,0,0,0,3,2,2,4,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Luxury Utility segements,2004,51 To 100 Miles,10% To 20%,Male,60 & Over,Postgraduate College,SW,Urban/City,"$110,000 to $119,999",Monthly,,,,,
785,14903,7,3,1,0,0,1,1,0,2,4,0,0,2,0,0,0,0,1,2,0,5,3,2,0,0,2,2,0,1,1,0,0,2,0,0,0,0,2,3,0,12,1,2,0,0,1,2,0,2,1,0,0,2,0,0,0,0,4,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsize Luxury Utility segements,2004,51 To 100 Miles,10% To 20%,Male,60 & Over,Postgraduate College,SW,Urban/City,"$110,000 to $119,999",Monthly,,,,,
