ID,EDUC,LOGWAGE,EXPER,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
547,0,1.97,12,-0.15,8,9,1,3
547,0,1.83,13,-0.15,8,9,1,3
548,0,1.74,8,-1.23,8,9,1,3
548,0,1.76,9,-1.23,8,9,1,3
548,0,1.82,10,-1.23,8,9,1,3
548,0,1.92,11,-1.23,8,9,1,3
548,0,1.81,12,-1.23,8,9,1,3
549,0,1.72,2,-0.06,12,12,1,2
549,0,1.7,3,-0.06,12,12,1,2
549,0,1.61,4,-0.06,12,12,1,2
549,0,1.82,5,-0.06,12,12,1,2
549,0,1.48,6,-0.06,12,12,1,2
549,0,1.9,7,-0.06,12,12,1,2
549,0,1.87,8,-0.06,12,12,1,2
549,0,1.91,9,-0.06,12,12,1,2
549,0,1.95,10,-0.06,12,12,1,2
549,0,1.99,11,-0.06,12,12,1,2
549,0,1.89,12,-0.06,12,12,1,2
549,0,2.01,13,-0.06,12,12,1,2
549,0,1.97,14,-0.06,12,12,1,2
549,0,1.91,15,-0.06,12,12,1,2
550,1,2.41,8,0.05,12,14,0,3
550,1,2.2,9,0.05,12,14,0,3
550,1,2.32,10,0.05,12,14,0,3
551,1,2.28,2,0.93,12,12,0,1
551,1,2.18,3,0.93,12,12,0,1
551,1,2.37,4,0.93,12,12,0,1
551,1,2.51,5,0.93,12,12,0,1
551,1,2.52,6,0.93,12,12,0,1
551,1,2.71,7,0.93,12,12,0,1
551,1,2.57,8,0.93,12,12,0,1
551,1,2.74,9,0.93,12,12,0,1
551,1,2.93,10,0.93,12,12,0,1
551,1,2.92,11,0.93,12,12,0,1
551,1,2.85,12,0.93,12,12,0,1
551,1,2.9,13,0.93,12,12,0,1
551,1,3,14,0.93,12,12,0,1
551,1,2.86,15,0.93,12,12,0,1
552,0,2.08,4,-1.1,10,9,0,3
552,0,2.07,5,-1.1,10,9,0,3
552,0,2.09,6,-1.1,10,9,0,3
552,0,2.04,7,-1.1,10,9,0,3
552,0,1.63,8,-1.1,10,9,0,3
552,0,2.05,9,-1.1,10,9,0,3
552,0,2.07,10,-1.1,10,9,0,3
552,0,2.15,11,-1.1,10,9,0,3
552,0,2.01,12,-1.1,10,9,0,3
552,0,2.01,13,-1.1,10,9,0,3
552,0,2.1,14,-1.1,10,9,0,3
552,0,2.1,15,-1.1,10,9,0,3
552,0,2.02,17,-1.1,10,9,0,3
553,0,2.31,3,-0.51,11,11,0,2
553,0,2.22,4,-0.51,11,11,0,2
553,0,2.13,5,-0.51,11,11,0,2
553,0,2.06,6,-0.51,11,11,0,2
553,0,2.43,8,-0.51,11,11,0,2
553,0,2.45,9,-0.51,11,11,0,2
553,0,2.4,11,-0.51,11,11,0,2
553,0,2.36,12,-0.51,11,11,0,2
553,0,2.31,13,-0.51,11,11,0,2
553,0,2.31,14,-0.51,11,11,0,2
553,0,2.66,15,-0.51,11,11,0,2
553,0,2.34,16,-0.51,11,11,0,2
553,0,2.31,17,-0.51,11,11,0,2
554,0,2.48,2,0.32,11,12,1,2
554,0,2.21,3,0.32,11,12,1,2
554,0,2.26,4,0.32,11,12,1,2
554,0,2.4,5,0.32,11,12,1,2
554,0,2.23,6,0.32,11,12,1,2
554,0,2.16,7,0.32,11,12,1,2
554,0,1.82,8,0.32,11,12,1,2
554,0,2.15,9,0.32,11,12,1,2
554,0,2.5,10,0.32,11,12,1,2
555,0,2.28,3,0.36,12,12,1,2
555,0,2.07,5,0.36,12,12,1,2
555,0,2.27,6,0.36,12,12,1,2
555,0,2.33,7,0.36,12,12,1,2
555,0,2.32,8,0.36,12,12,1,2
555,0,2.38,9,0.36,12,12,1,2
555,0,2.54,10,0.36,12,12,1,2
555,0,2.65,12,0.36,12,12,1,2
555,0,2.81,13,0.36,12,12,1,2
555,0,2.77,14,0.36,12,12,1,2
555,0,2.65,16,0.36,12,12,1,2
555,0,2.78,17,0.36,12,12,1,2
556,0,0.7,15,0.64,12,12,0,1
557,0,1.99,1,0.83,12,10,0,1
557,0,2.12,2,0.83,12,10,0,1
557,0,2.24,3,0.83,12,10,0,1
557,0,2.4,4,0.83,12,10,0,1
557,0,3.03,5,0.83,12,10,0,1
557,0,3.03,6,0.83,12,10,0,1
557,0,2.96,7,0.83,12,10,0,1
557,0,2.95,8,0.83,12,10,0,1
557,0,2.98,9,0.83,12,10,0,1
557,0,2.83,10,0.83,12,10,0,1
557,0,3.06,11,0.83,12,10,0,1
557,0,2.93,12,0.83,12,10,0,1
557,0,2.38,13,0.83,12,10,0,1
558,2,2.19,9,0.79,16,16,0,2
558,2,2.14,10,0.79,16,16,0,2
558,2,2.37,11,0.79,16,16,0,2
558,2,2.48,12,0.79,16,16,0,2
559,0,1.93,3,-1.12,12,12,0,1
559,0,2.02,4,-1.12,12,12,0,1
559,0,2.07,5,-1.12,12,12,0,1
559,0,2.22,6,-1.12,12,12,0,1
559,0,2.25,7,-1.12,12,12,0,1
559,0,2.22,8,-1.12,12,12,0,1
559,0,2.07,9,-1.12,12,12,0,1
559,0,2.6,10,-1.12,12,12,0,1
559,0,2.5,11,-1.12,12,12,0,1
559,0,2.37,12,-1.12,12,12,0,1
559,0,2.58,13,-1.12,12,12,0,1
559,0,2.43,14,-1.12,12,12,0,1
560,0,1.98,1,0.33,12,12,0,2
560,0,2.26,8,0.33,12,12,0,2
560,0,2.32,9,0.33,12,12,0,2
560,0,2.58,10,0.33,12,12,0,2
560,0,2.8,11,0.33,12,12,0,2
560,0,2.9,12,0.33,12,12,0,2
560,0,2.94,13,0.33,12,12,0,2
560,0,3.13,14,0.33,12,12,0,2
560,0,3.1,15,0.33,12,12,0,2
561,1,1.71,4,-0.26,12,12,0,2
561,1,1.81,5,-0.26,12,12,0,2
561,1,2.61,8,-0.26,12,12,0,2
561,1,2.46,9,-0.26,12,12,0,2
561,1,2.56,10,-0.26,12,12,0,2
562,0,2.43,2,-0.32,11,16,1,3
562,0,2.44,2,-0.32,11,16,1,3
562,0,2.3,3,-0.32,11,16,1,3
562,0,2.71,4,-0.32,11,16,1,3
562,0,2.65,5,-0.32,11,16,1,3
562,0,2.59,6,-0.32,11,16,1,3
562,0,2.94,7,-0.32,11,16,1,3
562,0,2.63,8,-0.32,11,16,1,3
562,0,2.87,9,-0.32,11,16,1,3
562,0,2.71,10,-0.32,11,16,1,3
562,0,2.87,11,-0.32,11,16,1,3
562,0,2.83,12,-0.32,11,16,1,3
562,0,2.69,13,-0.32,11,16,1,3
563,0,1.82,1,0.94,12,12,1,2
563,0,1.81,1,0.94,12,12,1,2
563,0,1.55,2,0.94,12,12,1,2
563,0,2.22,3,0.94,12,12,1,2
563,0,2.29,4,0.94,12,12,1,2
563,0,2.4,5,0.94,12,12,1,2
563,0,2.56,6,0.94,12,12,1,2
563,0,2.5,7,0.94,12,12,1,2
563,0,2.64,8,0.94,12,12,1,2
563,0,2.6,9,0.94,12,12,1,2
563,0,2.53,10,0.94,12,12,1,2
563,0,2.53,11,0.94,12,12,1,2
563,0,2.65,12,0.94,12,12,1,2
563,0,2.47,13,0.94,12,12,1,2
564,1,1.64,1,1.05,12,12,0,1
564,1,1.21,2,1.05,12,12,0,1
564,1,2.34,3,1.05,12,12,0,1
564,1,2.53,4,1.05,12,12,0,1
564,1,2.64,5,1.05,12,12,0,1
564,1,2.8,6,1.05,12,12,0,1
564,1,2.75,7,1.05,12,12,0,1
564,1,2.67,8,1.05,12,12,0,1
564,1,2.5,9,1.05,12,12,0,1
564,1,2.48,10,1.05,12,12,0,1
564,1,2.53,11,1.05,12,12,0,1
565,1,1.91,3,1.03,12,11,0,1
565,1,1.91,4,1.03,12,11,0,1
565,1,1.74,5,1.03,12,11,0,1
565,1,1.92,6,1.03,12,11,0,1
566,1,1.25,1,0.74,12,16,0,1
566,1,1.78,3,0.74,12,16,0,1
566,1,1.78,6,0.74,12,16,0,1
566,1,2.07,7,0.74,12,16,0,1
566,1,2.12,8,0.74,12,16,0,1
566,1,2.24,9,0.74,12,16,0,1
566,1,2.35,10,0.74,12,16,0,1
566,1,2.46,11,0.74,12,16,0,1
566,1,2.33,12,0.74,12,16,0,1
567,1,2.37,2,0.34,12,15,0,2
567,1,2.69,3,0.34,12,15,0,2
567,1,2.72,4,0.34,12,15,0,2
567,1,2.9,5,0.34,12,15,0,2
567,1,3.3,6,0.34,12,15,0,2
567,1,3.09,7,0.34,12,15,0,2
568,1,1.5,3,0.99,12,16,0,1
568,1,1.89,4,0.99,12,16,0,1
568,1,2.67,5,0.99,12,16,0,1
568,1,2.85,6,0.99,12,16,0,1
568,1,1.72,7,0.99,12,16,0,1
568,1,1.79,8,0.99,12,16,0,1
568,1,2.26,9,0.99,12,16,0,1
568,1,1.22,9,0.99,12,16,0,1
568,1,2.13,10,0.99,12,16,0,1
568,1,1.93,11,0.99,12,16,0,1
569,0,1.71,3,-1.96,12,12,0,3
569,0,1.77,4,-1.96,12,12,0,3
569,0,1.99,6,-1.96,12,12,0,3
569,0,1.76,7,-1.96,12,12,0,3
569,0,2.06,8,-1.96,12,12,0,3
569,0,2.05,9,-1.96,12,12,0,3
569,0,2.34,10,-1.96,12,12,0,3
569,0,2.34,11,-1.96,12,12,0,3
569,0,2.56,12,-1.96,12,12,0,3
569,0,2.46,13,-1.96,12,12,0,3
569,0,2.55,14,-1.96,12,12,0,3
569,0,2.93,15,-1.96,12,12,0,3
569,0,2.63,16,-1.96,12,12,0,3
570,0,2.17,3,0.76,13,13,0,5
570,0,1.98,4,0.76,13,13,0,5
570,0,2.15,5,0.76,13,13,0,5
570,0,2.58,7,0.76,13,13,0,5
570,0,2.46,8,0.76,13,13,0,5
570,1,2.55,12,0.76,13,13,0,5
570,1,2.55,13,0.76,13,13,0,5
570,1,2.52,14,0.76,13,13,0,5
571,0,1.98,6,-0.75,8,9,0,4
571,0,2.23,7,-0.75,8,9,0,4
571,0,2.18,9,-0.75,8,9,0,4
571,0,2.64,10,-0.75,8,9,0,4
571,0,2.28,11,-0.75,8,9,0,4
572,0,2.16,4,0.59,12,17,0,5
572,0,1.94,5,0.59,12,17,0,5
572,0,2.33,6,0.59,12,17,0,5
572,0,2.54,7,0.59,12,17,0,5
572,0,2.72,8,0.59,12,17,0,5
572,0,2.48,9,0.59,12,17,0,5
572,0,2.58,10,0.59,12,17,0,5
572,0,2.53,11,0.59,12,17,0,5
572,0,2.66,12,0.59,12,17,0,5
572,0,2.95,13,0.59,12,17,0,5
572,0,2.38,14,0.59,12,17,0,5
572,0,2.85,15,0.59,12,17,0,5
572,0,2.75,16,0.59,12,17,0,5
572,0,2.74,17,0.59,12,17,0,5
572,0,2.68,18,0.59,12,17,0,5
573,0,2.1,2,0.78,12,12,0,2
573,0,2.19,3,0.78,12,12,0,2
573,0,2.25,4,0.78,12,12,0,2
573,0,2.26,5,0.78,12,12,0,2
573,0,2.46,6,0.78,12,12,0,2
573,0,2.35,7,0.78,12,12,0,2
573,0,2.35,8,0.78,12,12,0,2
573,0,2.37,9,0.78,12,12,0,2
573,0,2.4,10,0.78,12,12,0,2
573,0,2.08,11,0.78,12,12,0,2
573,0,2.31,12,0.78,12,12,0,2
573,0,2.38,13,0.78,12,12,0,2
573,0,2.25,14,0.78,12,12,0,2
573,0,2.43,15,0.78,12,12,0,2
574,0,2.48,4,-0.94,12,8,1,3
574,0,2.52,5,-0.94,12,8,1,3
574,0,2.09,8,-0.94,12,8,1,3
574,0,2.12,9,-0.94,12,8,1,3
574,0,2.27,11,-0.94,12,8,1,3
574,0,2.11,12,-0.94,12,8,1,3
574,0,2.29,13,-0.94,12,8,1,3
574,0,1.99,14,-0.94,12,8,1,3
574,0,2.32,15,-0.94,12,8,1,3
574,0,2.42,16,-0.94,12,8,1,3
574,0,2.27,17,-0.94,12,8,1,3
574,0,2.31,18,-0.94,12,8,1,3
575,0,1.58,2,0.22,12,14,0,1
575,0,1.22,3,0.22,12,14,0,1
575,0,1.91,4,0.22,12,14,0,1
575,0,1.56,5,0.22,12,14,0,1
575,0,2.11,6,0.22,12,14,0,1
575,0,2.32,7,0.22,12,14,0,1
575,0,2.5,8,0.22,12,14,0,1
575,0,2.12,9,0.22,12,14,0,1
575,0,1.82,10,0.22,12,14,0,1
575,0,2.38,11,0.22,12,14,0,1
575,0,2.75,12,0.22,12,14,0,1
576,0,2.38,9,0.89,12,12,0,4
576,0,2.25,10,0.89,12,12,0,4
576,0,2.26,11,0.89,12,12,0,4
576,0,2.44,12,0.89,12,12,0,4
577,0,1.61,2,-0.08,12,12,0,2
577,0,1.76,3,-0.08,12,12,0,2
577,0,1.74,4,-0.08,12,12,0,2
577,0,1.9,5,-0.08,12,12,0,2
577,0,2.07,6,-0.08,12,12,0,2
577,0,2.24,7,-0.08,12,12,0,2
577,0,2.13,8,-0.08,12,12,0,2
577,0,2.29,9,-0.08,12,12,0,2
577,0,2.12,10,-0.08,12,12,0,2
577,0,2.16,11,-0.08,12,12,0,2
577,0,1.93,12,-0.08,12,12,0,2
577,0,1.88,13,-0.08,12,12,0,2
578,1,2.28,4,-0.5,12,12,0,2
578,1,2.6,5,-0.5,12,12,0,2
578,1,2.71,6,-0.5,12,12,0,2
578,1,2.55,7,-0.5,12,12,0,2
578,1,2.58,8,-0.5,12,12,0,2
578,1,2.59,9,-0.5,12,12,0,2
578,1,2.78,10,-0.5,12,12,0,2
579,0,2.38,4,0.65,12,10,0,2
579,0,2.44,5,0.65,12,10,0,2
579,0,2.42,6,0.65,12,10,0,2
579,0,2.48,7,0.65,12,10,0,2
579,0,2.72,9,0.65,12,10,0,2
579,0,2.65,10,0.65,12,10,0,2
579,0,2.66,11,0.65,12,10,0,2
579,0,2.67,12,0.65,12,10,0,2
579,0,2.65,13,0.65,12,10,0,2
579,0,2.6,14,0.65,12,10,0,2
579,0,2.6,15,0.65,12,10,0,2
579,0,2.59,17,0.65,12,10,0,2
579,0,2.63,18,0.65,12,10,0,2
580,0,1.51,9,-1.87,10,9,1,1
581,0,2.54,3,-0.1,12,12,0,3
581,0,2.01,4,-0.1,12,12,0,3
581,0,1.43,7,-0.1,12,12,0,3
581,0,1.97,9,-0.1,12,12,0,3
581,0,1.65,13,-0.1,12,12,0,3
581,0,1.92,14,-0.1,12,12,0,3
582,0,1.72,2,-1.21,17,17,0,1
582,0,2.01,4,-1.21,17,17,0,1
582,0,2.15,5,-1.21,17,17,0,1
582,0,1.79,7,-1.21,17,17,0,1
582,0,2.22,8,-1.21,17,17,0,1
582,0,2.5,10,-1.21,17,17,0,1
582,0,2.62,11,-1.21,17,17,0,1
582,0,2.64,12,-1.21,17,17,0,1
582,0,2.68,13,-1.21,17,17,0,1
583,0,2.06,8,-0.09,17,17,0,1
583,1,2.26,8,-0.09,17,17,0,1
583,1,2.27,8,-0.09,17,17,0,1
583,1,2.16,9,-0.09,17,17,0,1
584,0,2.26,10,-1.36,12,4,1,4
584,0,1.06,13,-1.36,12,4,1,4
584,0,1.59,14,-1.36,12,4,1,4
584,0,1.71,15,-1.36,12,4,1,4
585,0,1.95,8,-0.85,12,3,1,4
585,0,2.01,9,-0.85,12,3,1,4
585,0,2.21,10,-0.85,12,3,1,4
585,0,2.53,12,-0.85,12,3,1,4
586,0,1.85,7,0.11,9,12,0,2
586,0,1.94,15,0.11,9,12,0,2
586,0,1.45,16,0.11,9,12,0,2
586,0,1.92,17,0.11,9,12,0,2
586,0,1.98,18,0.11,9,12,0,2
587,0,1.61,2,0.19,11,12,0,2
587,0,1.69,3,0.19,11,12,0,2
588,0,1.89,2,0.04,12,12,1,6
588,0,2.51,2,0.04,12,12,1,6
588,0,2.57,3,0.04,12,12,1,6
588,0,2.6,4,0.04,12,12,1,6
588,0,1.62,5,0.04,12,12,1,6
588,0,2.5,7,0.04,12,12,1,6
588,0,2.35,8,0.04,12,12,1,6
588,0,2.42,9,0.04,12,12,1,6
588,0,2.41,10,0.04,12,12,1,6
588,0,2.31,11,0.04,12,12,1,6
588,0,2.36,12,0.04,12,12,1,6
588,0,2.26,13,0.04,12,12,1,6
588,0,2.23,14,0.04,12,12,1,6
588,0,2.52,15,0.04,12,12,1,6
589,0,1.17,10,-2.5,12,12,0,7
589,0,1.82,12,-2.5,12,12,0,7
590,1,2.22,4,1.09,12,16,0,2
590,1,2.7,9,1.09,12,16,0,2
591,1,2.69,5,-0.06,16,12,0,2
591,1,2.64,6,-0.06,16,12,0,2
591,1,2.77,7,-0.06,16,12,0,2
591,1,2.7,8,-0.06,16,12,0,2
592,1,1.43,3,1.32,12,12,0,0
592,1,1.11,4,1.32,12,12,0,0
592,1,2.8,6,1.32,12,12,0,0
592,1,2.45,7,1.32,12,12,0,0
592,1,2.52,8,1.32,12,12,0,0
592,1,2.43,9,1.32,12,12,0,0
592,1,2.49,10,1.32,12,12,0,0
592,1,2.58,11,1.32,12,12,0,0
592,1,2.27,12,1.32,12,12,0,0
593,2,2.49,3,0.83,16,18,0,1
593,2,2.57,4,0.83,16,18,0,1
593,2,2.84,5,0.83,16,18,0,1
593,2,2.86,6,0.83,16,18,0,1
593,2,3.11,7,0.83,16,18,0,1
593,2,3.23,8,0.83,16,18,0,1
593,2,2.99,9,0.83,16,18,0,1
593,2,3.17,10,0.83,16,18,0,1
593,2,3.31,11,0.83,16,18,0,1
593,2,3.22,12,0.83,16,18,0,1
594,0,1.62,5,0.38,12,14,0,3
594,0,1.44,6,0.38,12,14,0,3
594,0,1.97,7,0.38,12,14,0,3
594,0,1.93,8,0.38,12,14,0,3
594,0,2.15,9,0.38,12,14,0,3
594,0,2.2,10,0.38,12,14,0,3
594,0,2.01,12,0.38,12,14,0,3
594,0,2.14,13,0.38,12,14,0,3
594,0,2.24,15,0.38,12,14,0,3
595,0,1.25,4,-1.7,7,8,1,5
595,0,0.44,5,-1.7,7,8,1,5
595,0,1.45,7,-1.7,7,8,1,5
595,0,1.96,10,-1.7,7,8,1,5
595,0,2,11,-1.7,7,8,1,5
596,0,2.03,1,0.38,12,9,0,3
596,0,1.84,2,0.38,12,9,0,3
596,0,1.8,3,0.38,12,9,0,3
596,0,1.86,4,0.38,12,9,0,3
596,0,1.88,5,0.38,12,9,0,3
596,0,2.14,7,0.38,12,9,0,3
596,0,2.31,8,0.38,12,9,0,3
596,0,2.16,9,0.38,12,9,0,3
596,0,1.75,10,0.38,12,9,0,3
596,0,1.62,11,0.38,12,9,0,3
596,0,2.11,12,0.38,12,9,0,3
596,0,2.16,13,0.38,12,9,0,3
596,0,2.52,14,0.38,12,9,0,3
597,0,1.91,1,0.87,12,11,0,3
597,0,1.93,4,0.87,12,11,0,3
597,1,2.28,4,0.87,12,11,0,3
598,0,1.76,2,-0.34,12,11,0,3
598,0,1.64,3,-0.34,12,11,0,3
598,0,1.7,4,-0.34,12,11,0,3
598,0,1.82,5,-0.34,12,11,0,3
598,0,1.59,5,-0.34,12,11,0,3
598,0,2.21,8,-0.34,12,11,0,3
598,0,2.09,9,-0.34,12,11,0,3
598,0,2.31,10,-0.34,12,11,0,3
598,0,2.26,11,-0.34,12,11,0,3
599,0,1.02,1,-0.94,12,12,0,2
599,0,1.63,2,-0.94,12,12,0,2
599,0,1.19,3,-0.94,12,12,0,2
599,0,1.59,4,-0.94,12,12,0,2
599,0,1.98,5,-0.94,12,12,0,2
599,0,2.13,6,-0.94,12,12,0,2
599,0,2.38,7,-0.94,12,12,0,2
599,0,2.66,8,-0.94,12,12,0,2
599,0,2.24,9,-0.94,12,12,0,2
599,0,2.05,10,-0.94,12,12,0,2
600,1,2.58,6,1.32,17,20,0,1
600,1,2.37,8,1.32,17,20,0,1
600,1,2.44,9,1.32,17,20,0,1
600,1,2.61,10,1.32,17,20,0,1
600,1,2.73,11,1.32,17,20,0,1
600,1,2.68,12,1.32,17,20,0,1
600,1,3.58,13,1.32,17,20,0,1
601,0,2.1,4,0.37,11,11,0,6
601,0,2.23,5,0.37,11,11,0,6
601,0,2.39,6,0.37,11,11,0,6
601,0,2.43,7,0.37,11,11,0,6
601,0,2.58,8,0.37,11,11,0,6
601,0,2.48,9,0.37,11,11,0,6
601,0,2.56,10,0.37,11,11,0,6
601,0,2.51,11,0.37,11,11,0,6
601,0,2.31,12,0.37,11,11,0,6
601,0,1.97,13,0.37,11,11,0,6
601,0,2.44,14,0.37,11,11,0,6
601,0,2.28,15,0.37,11,11,0,6
602,2,1.58,2,0.92,16,12,0,2
602,2,1.71,3,0.92,16,12,0,2
602,2,1.99,4,0.92,16,12,0,2
603,0,1.92,8,-2.11,12,14,1,2
603,0,1.77,10,-2.11,12,14,1,2
603,0,1.74,11,-2.11,12,14,1,2
603,0,1.86,12,-2.11,12,14,1,2
603,0,1.98,13,-2.11,12,14,1,2
604,0,1.71,4,-0.78,12,15,1,2
604,0,1.81,5,-0.78,12,15,1,2
604,0,2.03,6,-0.78,12,15,1,2
604,0,2.1,7,-0.78,12,15,1,2
604,0,2,8,-0.78,12,15,1,2
604,0,1.85,9,-0.78,12,15,1,2
604,0,1.92,10,-0.78,12,15,1,2
604,0,1.78,11,-0.78,12,15,1,2
605,0,1.61,1,0.31,12,12,0,1
605,0,1.71,7,0.31,12,12,0,1
605,0,2.13,8,0.31,12,12,0,1
605,0,1.66,9,0.31,12,12,0,1
605,0,2.32,10,0.31,12,12,0,1
605,0,2.7,11,0.31,12,12,0,1
605,0,2.96,12,0.31,12,12,0,1
606,0,1.97,4,-0.12,11,9,0,3
607,2,1.67,1,1.35,13,17,0,1
607,2,2,2,1.35,13,17,0,1
607,2,2.49,3,1.35,13,17,0,1
607,2,2.87,4,1.35,13,17,0,1
607,2,2.97,5,1.35,13,17,0,1
607,2,2.96,6,1.35,13,17,0,1
607,2,3.16,7,1.35,13,17,0,1
607,2,3.16,8,1.35,13,17,0,1
607,2,3.14,9,1.35,13,17,0,1
608,1,3.58,6,0.49,12,12,0,5
608,1,1.02,7,0.49,12,12,0,5
608,1,1.81,8,0.49,12,12,0,5
608,1,2.29,9,0.49,12,12,0,5
608,1,2.07,10,0.49,12,12,0,5
608,1,1.85,11,0.49,12,12,0,5
608,1,2.16,12,0.49,12,12,0,5
609,0,1.54,6,0.45,12,12,0,5
609,0,2.55,7,0.45,12,12,0,5
609,0,2.54,8,0.45,12,12,0,5
609,0,2.72,9,0.45,12,12,0,5
610,1,1.87,4,0.48,6,13,0,11
610,1,2.39,6,0.48,6,13,0,11
610,1,2.03,7,0.48,6,13,0,11
610,2,1.78,7,0.48,6,13,0,11
610,2,2.25,8,0.48,6,13,0,11
610,2,2.36,9,0.48,6,13,0,11
610,2,2.5,10,0.48,6,13,0,11
610,2,2.51,11,0.48,6,13,0,11
610,2,2.6,12,0.48,6,13,0,11
610,2,2.64,13,0.48,6,13,0,11
611,0,1.95,6,0.75,13,8,0,4
611,0,3.11,8,0.75,13,8,0,4
612,0,2.22,9,-0.33,13,8,1,4
612,0,2.35,10,-0.33,13,8,1,4
613,1,2,9,0.24,12,12,0,0
613,1,1.66,10,0.24,12,12,0,0
613,1,1.77,11,0.24,12,12,0,0
613,1,2.55,12,0.24,12,12,0,0
613,1,2.81,13,0.24,12,12,0,0
613,1,2.36,14,0.24,12,12,0,0
613,1,2.55,17,0.24,12,12,0,0
613,1,2.4,18,0.24,12,12,0,0
614,1,2.64,3,1.39,10,12,0,4
614,1,2.74,4,1.39,10,12,0,4
614,1,2.82,5,1.39,10,12,0,4
614,1,2.94,6,1.39,10,12,0,4
614,1,2.73,7,1.39,10,12,0,4
614,1,2.95,8,1.39,10,12,0,4
614,1,2.97,9,1.39,10,12,0,4
614,1,2.79,10,1.39,10,12,0,4
614,1,2.83,11,1.39,10,12,0,4
614,1,2.87,12,1.39,10,12,0,4
615,0,1.62,4,-1.46,12,7,0,3
615,0,1.65,5,-1.46,12,7,0,3
615,0,1.47,6,-1.46,12,7,0,3
615,0,1.91,7,-1.46,12,7,0,3
615,0,1.15,8,-1.46,12,7,0,3
615,0,0.19,9,-1.46,12,7,0,3
615,0,1.57,10,-1.46,12,7,0,3
615,0,1.71,11,-1.46,12,7,0,3
615,0,1.45,12,-1.46,12,7,0,3
615,0,1.76,13,-1.46,12,7,0,3
616,0,2.42,3,0.13,12,12,0,3
616,0,2.39,4,0.13,12,12,0,3
616,0,2.4,11,0.13,12,12,0,3
616,0,2.49,12,0.13,12,12,0,3
616,0,2.55,14,0.13,12,12,0,3
616,0,2.59,15,0.13,12,12,0,3
616,0,2.78,16,0.13,12,12,0,3
616,0,2.55,17,0.13,12,12,0,3
617,0,1.66,1,0.07,12,12,0,2
617,1,2.23,2,0.07,12,12,0,2
617,1,2.13,3,0.07,12,12,0,2
617,1,2.38,4,0.07,12,12,0,2
617,1,2.5,5,0.07,12,12,0,2
617,1,2.54,6,0.07,12,12,0,2
617,1,2.69,7,0.07,12,12,0,2
617,1,2.89,8,0.07,12,12,0,2
617,1,2.73,10,0.07,12,12,0,2
617,1,2.84,11,0.07,12,12,0,2
618,0,1.64,5,0.14,12,13,1,2
618,0,2.01,8,0.14,12,13,1,2
619,0,1.21,2,1.47,14,16,0,3
619,1,0.96,2,1.47,14,16,0,3
619,1,2.59,5,1.47,14,16,0,3
620,0,2.46,4,0.41,10,12,0,6
620,0,1.15,5,0.41,10,12,0,6
620,0,2.59,6,0.41,10,12,0,6
620,0,2.4,8,0.41,10,12,0,6
620,0,2.46,9,0.41,10,12,0,6
620,0,2.52,10,0.41,10,12,0,6
620,0,2.73,11,0.41,10,12,0,6
620,0,2.89,12,0.41,10,12,0,6
620,0,2.88,13,0.41,10,12,0,6
620,0,2.65,14,0.41,10,12,0,6
620,0,2.69,15,0.41,10,12,0,6
620,0,3.08,16,0.41,10,12,0,6
620,0,2.91,17,0.41,10,12,0,6
620,0,2.91,18,0.41,10,12,0,6
621,0,1.76,6,0.27,11,11,0,8
621,0,2.25,7,0.27,11,11,0,8
622,0,1.82,3,-0.58,12,12,0,6
622,0,1.84,4,-0.58,12,12,0,6
622,0,1.89,5,-0.58,12,12,0,6
622,0,1.8,6,-0.58,12,12,0,6
622,0,1.88,7,-0.58,12,12,0,6
622,0,1.76,8,-0.58,12,12,0,6
622,0,1.91,9,-0.58,12,12,0,6
622,0,1.82,10,-0.58,12,12,0,6
622,0,2.05,11,-0.58,12,12,0,6
622,0,2.06,12,-0.58,12,12,0,6
622,0,2.32,13,-0.58,12,12,0,6
622,0,2.27,14,-0.58,12,12,0,6
622,0,2.06,15,-0.58,12,12,0,6
622,0,2.2,16,-0.58,12,12,0,6
622,0,2.26,17,-0.58,12,12,0,6
623,0,2,2,0.17,12,12,0,6
623,0,2.07,3,0.17,12,12,0,6
623,0,2.06,4,0.17,12,12,0,6
623,0,2.18,5,0.17,12,12,0,6
623,0,2.28,6,0.17,12,12,0,6
623,0,2.39,7,0.17,12,12,0,6
623,0,2.42,8,0.17,12,12,0,6
623,0,2.48,9,0.17,12,12,0,6
623,0,2.65,10,0.17,12,12,0,6
623,0,2.5,11,0.17,12,12,0,6
623,0,2.49,12,0.17,12,12,0,6
623,0,2.59,13,0.17,12,12,0,6
623,0,2.57,14,0.17,12,12,0,6
623,0,2.56,15,0.17,12,12,0,6
623,0,2.53,16,0.17,12,12,0,6
624,0,1.37,2,-0.77,12,12,0,6
624,0,1.75,2,-0.77,12,12,0,6
624,0,1.34,3,-0.77,12,12,0,6
624,0,1.64,5,-0.77,12,12,0,6
624,0,1.93,6,-0.77,12,12,0,6
624,0,2.11,7,-0.77,12,12,0,6
624,0,2.14,8,-0.77,12,12,0,6
624,0,2.05,9,-0.77,12,12,0,6
624,0,2.13,10,-0.77,12,12,0,6
624,0,2.43,11,-0.77,12,12,0,6
624,0,2.2,12,-0.77,12,12,0,6
624,0,2.22,13,-0.77,12,12,0,6
625,0,1.32,5,-0.77,12,12,0,6
625,0,2.09,6,-0.77,12,12,0,6
